distribution,version,engine,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
uniform,psmdb-3.2,ft,oltp,2000000,1,10,63.00,295.11,41.16,21.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,20,159.60,744.70,26.40,53.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,30,186.00,868.20,25.24,62.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,40,182.70,852.50,23.22,60.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,50,184.20,859.70,25.43,61.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,60,165.80,773.00,22.89,55.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,70,183.70,857.90,23.05,61.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,80,166.80,778.60,25.39,55.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,90,184.50,860.70,25.30,61.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,100,184.50,860.20,25.46,61.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,110,209.10,977.00,17.49,69.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,120,228.80,1066.80,17.08,76.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,130,226.60,1058.00,17.58,75.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,140,225.30,1051.70,17.81,75.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,150,212.40,991.10,18.76,70.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,160,197.70,922.70,19.25,65.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,170,199.20,929.40,19.32,66.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,180,196.20,915.50,19.32,65.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,190,193.80,904.50,19.20,64.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,200,198.90,928.10,18.72,66.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,210,196.20,915.70,19.05,65.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,220,192.90,900.10,19.61,64.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,230,191.20,892.20,19.81,63.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,240,196.40,916.60,19.57,65.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,250,199.20,929.70,19.02,66.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,260,199.50,930.00,19.43,66.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,270,195.30,912.40,19.51,65.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,280,197.10,920.00,19.31,65.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,290,198.00,923.80,18.97,66.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,300,192.00,896.30,19.72,64.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,310,190.20,887.40,19.92,63.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,320,194.70,908.50,19.65,64.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,330,194.70,908.80,19.32,64.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,340,194.70,908.60,19.73,64.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,350,193.80,904.20,19.57,64.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,360,192.30,897.30,19.59,64.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,370,195.60,912.90,19.24,65.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,380,189.00,881.90,20.20,63.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,390,184.50,861.20,20.92,61.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,400,185.40,865.10,20.28,61.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,410,185.40,865.20,20.44,61.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,420,187.80,876.30,19.89,62.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,430,188.70,880.70,20.31,62.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,440,183.30,855.70,20.84,61.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,450,180.90,843.90,20.93,60.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,460,181.20,845.80,20.84,60.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,470,180.30,841.40,21.09,60.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,480,181.50,846.60,20.76,60.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,490,182.70,851.90,20.77,60.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,500,183.30,856.00,20.54,61.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,510,181.80,848.80,20.77,60.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,520,182.10,849.90,20.57,60.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,530,186.40,869.50,20.40,62.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,540,185.60,866.50,20.61,61.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,550,186.30,869.30,20.19,62.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,560,187.80,876.30,20.32,62.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,570,187.20,873.60,20.36,62.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,580,185.10,863.70,20.32,61.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,590,188.40,879.20,20.29,62.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,600,188.40,878.30,20.05,62.80,1
uniform,psmdb-3.2,ft,oltp,2000000,128,10,1703.88,8089.72,357.95,565.29,128
uniform,psmdb-3.2,ft,oltp,2000000,128,20,2169.50,10126.60,311.07,723.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,30,1788.80,8334.21,416.12,595.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,40,1684.80,7872.59,425.57,562.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,50,1546.40,7207.81,516.66,514.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,60,1487.90,6940.20,520.08,495.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,70,1441.30,6733.60,530.77,480.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,80,1405.60,6556.00,541.85,468.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,90,1355.50,6320.20,619.61,451.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,100,1300.80,6070.60,622.03,433.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,110,1240.20,5785.20,656.07,413.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,120,1256.20,5861.80,635.39,418.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,130,1271.50,5941.50,623.14,424.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,140,1246.40,5811.90,643.23,415.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,150,1236.30,5760.90,658.23,411.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,160,1219.70,5703.60,635.58,407.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,170,1196.50,5582.00,710.23,398.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,180,1195.70,5582.00,715.78,398.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,190,1183.40,5518.20,676.41,394.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,200,1171.50,5462.00,715.14,390.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,210,1151.70,5381.20,724.18,384.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,220,1123.90,5245.50,725.92,374.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,230,1135.30,5296.30,722.88,378.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,240,1147.50,5362.30,720.72,383.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,250,1151.40,5366.00,723.75,383.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,260,1151.30,5372.00,719.43,383.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,270,1148.00,5360.60,724.62,382.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,280,1145.50,5339.00,722.24,381.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,290,1123.80,5252.50,722.45,375.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,300,1144.00,5334.60,722.67,381.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,310,1131.40,5284.10,723.32,377.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,320,1114.70,5201.80,728.97,371.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,330,1129.10,5263.90,723.75,376.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,340,1138.90,5318.50,721.37,379.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,350,1147.20,5352.50,723.75,382.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,360,1133.40,5279.48,722.67,377.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,370,1135.70,5309.72,720.72,379.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,380,1137.40,5311.49,721.37,379.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,390,1117.20,5204.40,732.03,371.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,400,1123.80,5252.10,723.10,375.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,410,1123.70,5243.21,722.45,374.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,420,1123.50,5235.69,722.88,373.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,430,1093.90,5110.50,727.01,365.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,440,1108.00,5169.80,728.31,369.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,450,1121.10,5235.40,723.32,373.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,460,1107.60,5162.50,727.44,368.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,470,1122.30,5239.60,724.40,374.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,480,1116.80,5210.80,725.49,372.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,490,1123.80,5241.20,722.67,374.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,500,1130.70,5279.00,725.70,377.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,510,1106.60,5168.80,725.92,369.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,520,1128.10,5254.20,724.83,375.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,530,1103.50,5157.30,727.44,368.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,540,1111.60,5184.39,723.75,370.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,550,1115.10,5201.81,726.57,371.60,128
uniform,psmdb-3.2,ft,oltp,2000000,128,560,1110.90,5183.30,727.66,370.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,570,1112.40,5195.70,724.62,371.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,580,1110.30,5184.80,725.49,370.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,590,1107.80,5167.40,726.14,369.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,600,1119.00,5220.30,722.88,372.70,128
uniform,psmdb-3.2,ft,oltp,2000000,16,10,2061.91,9639.17,24.61,687.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,20,2185.40,10199.20,30.68,728.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,30,1926.90,8991.18,33.71,642.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,40,1866.10,8710.82,35.49,622.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,50,1830.60,8540.80,36.22,610.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,60,1744.40,8142.30,38.48,581.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,70,1718.70,8018.20,39.51,572.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,80,1673.70,7812.40,40.40,557.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,90,1630.50,7605.40,42.14,543.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,100,1582.40,7384.90,42.87,527.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,110,1559.10,7276.60,43.09,519.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,120,1580.10,7373.80,42.84,526.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,130,1519.00,7090.40,44.33,506.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,140,1528.80,7133.40,44.09,509.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,150,1518.60,7088.80,44.16,506.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,160,1514.50,7066.30,44.63,504.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,170,1486.70,6937.10,45.20,495.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,180,1475.40,6883.60,45.84,491.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,190,1477.10,6895.20,45.23,492.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,200,1475.50,6885.00,45.16,492.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,210,1468.60,6855.90,46.07,489.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,220,1461.20,6816.20,45.84,487.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,230,1454.20,6786.90,45.67,484.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,240,1465.50,6838.60,44.81,488.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,250,1454.60,6788.30,45.63,484.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,260,1431.70,6681.90,45.76,477.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,270,1443.60,6737.30,45.52,481.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,280,1464.20,6833.40,45.52,488.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,290,1444.10,6737.60,46.11,481.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,300,1441.20,6727.00,45.73,480.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,310,1442.90,6734.30,45.58,481.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,320,1418.10,6615.60,46.70,472.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,330,1418.60,6621.00,46.20,472.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,340,1434.40,6692.60,46.00,478.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,350,1409.80,6581.10,46.71,470.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,360,1447.20,6750.60,45.40,482.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,370,1415.20,6606.10,46.16,471.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,380,1421.40,6634.80,45.99,473.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,390,1422.80,6637.90,45.81,474.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,400,1398.50,6525.30,46.57,466.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,410,1443.30,6735.70,44.66,481.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,420,1402.90,6545.70,46.05,467.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,430,1417.10,6615.80,45.94,472.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,440,1424.50,6647.30,45.89,474.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,450,1423.20,6641.60,46.10,474.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,460,1403.90,6550.90,46.28,468.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,470,1407.80,6569.00,46.85,469.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,480,1410.60,6586.90,46.35,470.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,490,1406.30,6561.00,46.13,468.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,500,1403.60,6548.70,46.64,467.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,510,1411.30,6585.90,45.87,470.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,520,1402.70,6544.90,46.35,467.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,530,1398.19,6527.07,46.34,466.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,540,1418.11,6617.23,46.41,472.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,550,1423.80,6644.40,46.10,474.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,560,1406.10,6560.80,45.87,468.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,570,1417.80,6616.20,45.83,472.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,580,1421.90,6637.20,45.76,474.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,590,1417.40,6615.70,45.98,472.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,600,1386.00,6465.20,46.77,461.90,16
uniform,psmdb-3.2,ft,oltp,2000000,2,10,242.41,1133.45,24.61,80.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,20,574.80,2682.50,14.55,191.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,30,546.30,2549.49,14.55,182.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,40,545.10,2543.61,14.10,181.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,50,545.10,2543.20,14.32,181.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,60,439.20,2050.30,19.18,146.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,70,413.40,1929.10,19.29,137.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,80,406.80,1898.70,19.65,135.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,90,370.20,1727.40,20.44,123.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,100,366.30,1709.20,20.96,122.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,110,361.50,1687.50,20.90,120.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,120,368.50,1719.10,20.66,122.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,130,360.50,1681.90,21.07,120.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,140,361.50,1687.30,21.22,120.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,150,365.40,1705.80,20.90,121.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,160,360.90,1684.20,21.23,120.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,170,362.70,1692.30,21.08,120.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,180,356.90,1665.00,21.62,118.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,190,358.30,1672.40,21.23,119.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,200,359.90,1679.40,21.28,119.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,210,364.30,1700.30,21.36,121.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,220,360.30,1681.40,21.32,120.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,230,363.00,1694.10,20.92,121.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,240,361.10,1683.60,21.25,120.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,250,357.70,1671.20,21.20,119.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,260,356.70,1664.30,21.37,118.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,270,360.00,1679.80,21.40,120.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,280,358.40,1672.30,21.06,119.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,290,361.00,1685.00,21.40,120.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,300,361.10,1684.70,21.25,120.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,310,363.10,1693.90,20.95,121.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,320,355.20,1658.90,21.72,118.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,330,362.60,1691.50,20.90,120.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,340,358.80,1674.10,21.59,119.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,350,359.50,1678.60,21.36,119.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,360,363.80,1696.90,20.97,121.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,370,361.60,1688.10,21.03,120.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,380,352.70,1644.80,21.62,117.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,390,351.10,1639.80,21.32,117.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,400,351.20,1637.90,21.46,117.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,410,349.30,1630.70,21.77,116.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,420,353.70,1650.60,21.25,117.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,430,351.60,1640.90,21.37,117.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,440,345.30,1611.40,22.02,115.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,450,343.10,1600.50,22.04,114.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,460,343.00,1601.30,21.98,114.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,470,345.00,1609.90,22.34,115.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,480,339.90,1585.40,22.02,113.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,490,338.70,1581.80,22.57,112.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,500,338.70,1580.30,22.62,112.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,510,338.40,1578.50,22.54,112.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,520,339.30,1583.60,22.68,113.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,530,335.30,1564.60,22.68,111.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,540,334.30,1560.70,22.81,111.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,550,336.30,1569.50,22.31,112.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,560,335.10,1563.80,22.84,111.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,570,336.90,1571.70,22.56,112.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,580,334.50,1561.20,23.08,111.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,590,335.40,1565.30,22.66,111.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,600,340.50,1588.60,22.45,113.50,2
uniform,psmdb-3.2,ft,oltp,2000000,24,10,2139.68,10009.92,37.93,712.89,24
uniform,psmdb-3.2,ft,oltp,2000000,24,20,2313.40,10795.80,43.67,771.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,30,2073.30,9676.60,48.84,691.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,40,1927.49,8995.47,54.20,642.40,24
uniform,psmdb-3.2,ft,oltp,2000000,24,50,1810.60,8450.12,58.36,603.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,60,1729.90,8073.10,61.14,576.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,70,1710.60,7980.00,62.08,570.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,80,1604.40,7489.00,66.26,534.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,90,1558.40,7269.90,67.12,519.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,100,1505.00,7023.20,68.34,501.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,110,1502.10,7011.80,69.78,500.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,120,1510.70,7048.90,68.28,503.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,130,1490.60,6955.50,69.12,497.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,140,1471.80,6868.80,70.52,490.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,150,1463.30,6830.20,69.62,487.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,160,1449.40,6761.30,71.41,483.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,170,1427.10,6662.50,71.67,475.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,180,1385.80,6461.40,73.08,461.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,190,1422.90,6642.30,71.93,474.40,24
uniform,psmdb-3.2,ft,oltp,2000000,24,200,1369.50,6393.90,74.27,456.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,210,1403.20,6547.20,73.10,467.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,220,1377.60,6430.50,72.86,459.20,24
uniform,psmdb-3.2,ft,oltp,2000000,24,230,1409.80,6575.60,72.53,469.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,240,1391.00,6493.40,73.08,463.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,250,1411.90,6588.00,72.19,470.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,260,1391.90,6499.10,73.32,464.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,270,1397.90,6522.30,71.71,466.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,280,1386.20,6466.80,72.64,461.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,290,1400.30,6534.90,71.84,466.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,300,1416.40,6612.40,71.45,472.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,310,1391.20,6489.20,72.55,463.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,320,1410.10,6580.70,71.86,470.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,330,1375.30,6418.70,73.10,458.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,340,1357.00,6330.20,73.19,452.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,350,1375.30,6422.20,73.65,458.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,360,1374.50,6412.20,72.49,458.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,370,1363.50,6364.60,73.23,454.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,380,1391.80,6495.00,72.16,463.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,390,1377.60,6426.60,72.42,459.20,24
uniform,psmdb-3.2,ft,oltp,2000000,24,400,1350.90,6305.00,73.45,450.20,24
uniform,psmdb-3.2,ft,oltp,2000000,24,410,1380.10,6439.50,72.51,460.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,420,1347.20,6287.00,73.60,449.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,430,1365.80,6375.00,72.51,455.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,440,1365.90,6376.60,73.96,455.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,450,1373.00,6404.20,72.60,457.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,460,1353.50,6316.70,74.09,451.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,470,1365.70,6373.50,72.51,455.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,480,1344.30,6272.00,74.62,448.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,490,1351.20,6308.10,74.40,450.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,500,1351.30,6303.60,73.63,450.20,24
uniform,psmdb-3.2,ft,oltp,2000000,24,510,1363.60,6364.40,72.58,454.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,520,1370.70,6396.60,72.95,456.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,530,1374.70,6417.00,72.38,458.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,540,1363.00,6361.10,72.97,454.40,24
